test;failure_id;config;exception;message;stacktrace
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractMkdir#testCreateDirWithExistingDir;id_000000;[hadoop.security.token.service.use_ip=true, hadoop.security.dns.log-slow-lookups.threshold.ms=774827675, hadoop.kerberos.min.seconds.before.relogin=652671444, hadoop.security.groups.cache.secs=1468964876, hadoop.security.dns.log-slow-lookups.enabled=true, hadoop.service.shutdown.timeout=50563724h, fs.permissions.umask-mode=277, fs.local.block.size=1315377007, fs.creation.parallel.count=1343671679, fs.file.impl.disable.cache=true, fs.automatic.close=true];java.lang.IllegalStateException;bytes per checksum should be positive but was 0;[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkState(Preconditions.java:562), org.apache.hadoop.fs.ChecksumFileSystem.setConf(ChecksumFileSystem.java:80), org.apache.hadoop.util.ReflectionUtils.setConf(ReflectionUtils.java:79), org.apache.hadoop.util.ReflectionUtils.newInstance(ReflectionUtils.java:139), org.apache.hadoop.fs.FileSystem.createFileSystem(FileSystem.java:3467)]
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testInputStreamClosedTwice;id_000000;[file.bytes-per-checksum=2082852352];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testInputStreamClosedTwice;id_000001;[hadoop.security.dns.log-slow-lookups.threshold.ms=740060837, hadoop.security.auth_to_local.mechanism=MIT, hadoop.kerberos.min.seconds.before.relogin=301487871, hadoop.security.dns.log-slow-lookups.enabled=false, hadoop.service.shutdown.timeout=8563169h, fs.permissions.umask-mode=644, file.stream-buffer-size=832785283, fs.file.impl.disable.cache=true, io.file.buffer.size=826008851];java.lang.NegativeArraySizeException;-1780290444;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testInputStreamClosedTwice;id_000004;[hadoop.security.token.service.use_ip=true, hadoop.service.shutdown.timeout=0166785s, fs.permissions.umask-mode=644, file.stream-buffer-size=125, hadoop.security.groups.negative-cache.secs=8932096, fs.creation.parallel.count=369616231, fs.file.impl.disable.cache=true, io.file.buffer.size=826008851];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.IllegalStateException(bytes per checksum should be positive but was 0),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testInputStreamClosedTwice;id_000005;[io.file.buffer.size=0];java.lang.IllegalArgumentException;Buffer size <= 0;[java.io.BufferedInputStream.<init>(BufferedInputStream.java:207), org.apache.hadoop.fs.BufferedFSInputStream.<init>(BufferedFSInputStream.java:56), org.apache.hadoop.fs.RawLocalFileSystem.open(RawLocalFileSystem.java:275), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSInputChecker.<init>(ChecksumFileSystem.java:161), org.apache.hadoop.fs.ChecksumFileSystem.open(ChecksumFileSystem.java:372)]
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testWriteReadAndDeleteOneBlock;id_000000;[io.file.buffer.size=2120136289];java.lang.NegativeArraySizeException;-729137901;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testWriteReadAndDeleteOneBlock;id_000002;[file.bytes-per-checksum=1447185129];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedInputStream.<init>(BufferedInputStream.java:209), org.apache.hadoop.fs.BufferedFSInputStream.<init>(BufferedFSInputStream.java:56), org.apache.hadoop.fs.RawLocalFileSystem.open(RawLocalFileSystem.java:275), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSInputChecker.<init>(ChecksumFileSystem.java:161), org.apache.hadoop.fs.ChecksumFileSystem.open(ChecksumFileSystem.java:372)]
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testWriteReadAndDeleteOneBlock;id_000004;[io.file.buffer.size=1734502960, file.bytes-per-checksum=113152096];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testWriteReadAndDeleteOneBlock;id_000005;[io.file.buffer.size=0];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.IllegalStateException(bytes per checksum should be positive but was 0),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.TestFSMainOperationsLocalFileSystem#testWriteReadAndDeleteOneBlock;id_000006;[io.file.buffer.size=0];java.lang.IllegalArgumentException;Buffer size <= 0;[java.io.BufferedInputStream.<init>(BufferedInputStream.java:207), org.apache.hadoop.fs.BufferedFSInputStream.<init>(BufferedFSInputStream.java:56), org.apache.hadoop.fs.RawLocalFileSystem.open(RawLocalFileSystem.java:275), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSInputChecker.<init>(ChecksumFileSystem.java:161), org.apache.hadoop.fs.ChecksumFileSystem.open(ChecksumFileSystem.java:372)]
org.apache.hadoop.fs.viewfs.TestChRootedFileSystem#testRenameAcrossFs;id_000000;[file.bytes-per-checksum=0];org.junit.internal.runners.model.MultipleFailureException;There were 2 errors:,  java.lang.IllegalStateException(bytes per checksum should be positive but was 0),  java.lang.NullPointerException(null);[org.junit.runners.model.MultipleFailureException.assertEmpty(MultipleFailureException.java:102), org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:39), org.junit.runners.ParentRunner$3.evaluate(ParentRunner.java:306), edu.berkeley.cs.jqf.fuzz.junit.TrialRunner.run(TrialRunner.java:65), edu.berkeley.cs.jqf.fuzz.guidance.Guidance.run(Guidance.java:222)]
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractCreate#testFileStatusBlocksizeEmptyFile;id_000000;[io.file.buffer.size=2094162973];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:413), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1175)]
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractCreate#testFileStatusBlocksizeEmptyFile;id_000002;[file.bytes-per-checksum=0];java.lang.IllegalStateException;bytes per checksum should be positive but was 0;[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkState(Preconditions.java:562), org.apache.hadoop.fs.ChecksumFileSystem.setConf(ChecksumFileSystem.java:80), org.apache.hadoop.util.ReflectionUtils.setConf(ReflectionUtils.java:79), org.apache.hadoop.util.ReflectionUtils.newInstance(ReflectionUtils.java:139), org.apache.hadoop.fs.FileSystem.createFileSystem(FileSystem.java:3467)]
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractCreate#testFileStatusBlocksizeEmptyFile;id_000003;[io.file.buffer.size=0];java.lang.IllegalArgumentException;Buffer size <= 0;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:73), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:413), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1175)]
org.apache.hadoop.fs.TestChecksumFileSystem#testRenameFileToFile;id_000000;[file.bytes-per-checksum=1798413011];java.lang.NegativeArraySizeException;-994152085;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.fs.TestChecksumFileSystem#testRenameFileToFile;id_000001;[file.bytes-per-checksum=2069424844];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:437)]
org.apache.hadoop.fs.TestChecksumFileSystem#testRenameFileToFile;id_000002;[file.bytes-per-checksum=2143037987];java.lang.OutOfMemoryError;Java heap space;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.fs.TestChecksumFileSystem#testRenameFileToFile;id_000003;[file.stream-buffer-size=1058810128, io.file.buffer.size=286168366, file.bytes-per-checksum=96398552];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.fs.TestChecksumFileSystem#testRenameFileToFile;id_000005;[file.bytes-per-checksum=0];java.lang.IllegalStateException;bytes per checksum should be positive but was 0;[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkState(Preconditions.java:562), org.apache.hadoop.fs.ChecksumFileSystem.setConf(ChecksumFileSystem.java:80), org.apache.hadoop.util.ReflectionUtils.setConf(ReflectionUtils.java:79), org.apache.hadoop.util.ReflectionUtils.newInstance(ReflectionUtils.java:139), org.apache.hadoop.fs.FileSystem.createFileSystem(FileSystem.java:3467)]
org.apache.hadoop.fs.TestChecksumFileSystem#testRenameFileToFile;id_000006;[io.file.buffer.size=0];java.lang.IllegalArgumentException;Buffer size <= 0;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:73), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.fs.TestRawLocalFileSystemContract#testMkdirsWithUmask;id_000000;[file.bytes-per-checksum=0];java.lang.IllegalStateException;bytes per checksum should be positive but was 0;[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkState(Preconditions.java:562), org.apache.hadoop.fs.ChecksumFileSystem.setConf(ChecksumFileSystem.java:80), org.apache.hadoop.util.ReflectionUtils.setConf(ReflectionUtils.java:79), org.apache.hadoop.util.ReflectionUtils.newInstance(ReflectionUtils.java:139), org.apache.hadoop.fs.FileSystem.createFileSystem(FileSystem.java:3467)]
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractStreamIOStatistics#testInputStreamStatisticRead;id_000000;[file.bytes-per-checksum=66504073, io.file.buffer.size=1516942297];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:459), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:433)]
org.apache.hadoop.fs.contract.localfs.TestLocalFSContractStreamIOStatistics#testInputStreamStatisticRead;id_000002;[file.bytes-per-checksum=359393270];java.lang.NegativeArraySizeException;-1060427866;[org.apache.hadoop.fs.FSOutputSummer.<init>(FSOutputSummer.java:55), org.apache.hadoop.fs.ChecksumFileSystem$ChecksumFSOutputSummer.<init>(ChecksumFileSystem.java:430), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:521), org.apache.hadoop.fs.ChecksumFileSystem.create(ChecksumFileSystem.java:500), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1195)]
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractRename#testRenameDirIntoExistingDir;id_000000;[io.file.buffer.size=2123583922];java.lang.OutOfMemoryError;Java heap space;[java.io.BufferedOutputStream.<init>(BufferedOutputStream.java:75), org.apache.hadoop.fs.statistics.BufferedIOStatisticsOutputStream.<init>(BufferedIOStatisticsOutputStream.java:78), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:428), org.apache.hadoop.fs.RawLocalFileSystem.create(RawLocalFileSystem.java:413), org.apache.hadoop.fs.FileSystem.create(FileSystem.java:1175)]
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractRename#testRenameDirIntoExistingDir;id_000001;[io.file.buffer.size=916279730];java.lang.OutOfMemoryError;Java heap space;[org.apache.hadoop.io.IOUtils.copyBytes(IOUtils.java:93), org.apache.hadoop.io.IOUtils.copyBytes(IOUtils.java:68), org.apache.hadoop.io.IOUtils.copyBytes(IOUtils.java:129), org.apache.hadoop.fs.FileUtil.copy(FileUtil.java:419), org.apache.hadoop.fs.FileUtil.copy(FileUtil.java:409)]
org.apache.hadoop.fs.contract.rawlocal.TestRawlocalContractRename#testRenameDirIntoExistingDir;id_000002;[io.file.buffer.size=967987634];java.lang.OutOfMemoryError;Java heap space;[]
org.apache.hadoop.ipc.TestDecayRpcScheduler#testUsingWeightedTimeCostProviderNoRequests;id_000000;[decay-scheduler.metrics.top.user.count=0];java.lang.IllegalArgumentException;the number of top users for scheduler metrics must be at least 1;[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.ipc.DecayRpcScheduler.<init>(DecayRpcScheduler.java:246), org.apache.hadoop.ipc.TestDecayRpcScheduler.getSchedulerWithWeightedTimeCostProvider(TestDecayRpcScheduler.java:390), org.apache.hadoop.ipc.TestDecayRpcScheduler.testUsingWeightedTimeCostProviderNoRequests(TestDecayRpcScheduler.java:374), org.apache.hadoop.ipc.TestDecayRpcScheduler.testUsingWeightedTimeCostProviderNoRequests$$CONFUZZ(TestDecayRpcScheduler.java)]
org.apache.hadoop.ipc.TestDecayRpcScheduler#testUsingWeightedTimeCostProviderNoRequests;id_000001;[decay-scheduler.metrics.top.user.count=0];java.lang.IllegalArgumentException;Decay Factor must be between 0 and 1;[org.apache.hadoop.ipc.DecayRpcScheduler.parseDecayFactor(DecayRpcScheduler.java:311), org.apache.hadoop.ipc.DecayRpcScheduler.<init>(DecayRpcScheduler.java:227), org.apache.hadoop.ipc.TestDecayRpcScheduler.getSchedulerWithWeightedTimeCostProvider(TestDecayRpcScheduler.java:390), org.apache.hadoop.ipc.TestDecayRpcScheduler.testUsingWeightedTimeCostProviderNoRequests(TestDecayRpcScheduler.java:374), org.apache.hadoop.ipc.TestDecayRpcScheduler.testUsingWeightedTimeCostProviderNoRequests$$CONFUZZ(TestDecayRpcScheduler.java)]
org.apache.hadoop.ipc.TestDecayRpcScheduler#testParseFactor;id_000000;[decay-scheduler.metrics.top.user.count=0];java.lang.IllegalArgumentException;the number of top users for scheduler metrics must be at least 1;[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.ipc.DecayRpcScheduler.<init>(DecayRpcScheduler.java:246), org.apache.hadoop.ipc.TestDecayRpcScheduler.testParseFactor(TestDecayRpcScheduler.java:89), org.apache.hadoop.ipc.TestDecayRpcScheduler.testParseFactor$$CONFUZZ(TestDecayRpcScheduler.java), jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)]
org.apache.hadoop.ipc.TestDecayRpcScheduler#testParseFactor;id_000002;[ipc.3.decay-scheduler.period-ms=0];java.lang.IllegalArgumentException;Decay Factor must be between 0 and 1;[org.apache.hadoop.ipc.DecayRpcScheduler.parseDecayFactor(DecayRpcScheduler.java:311), org.apache.hadoop.ipc.DecayRpcScheduler.<init>(DecayRpcScheduler.java:227), org.apache.hadoop.ipc.TestDecayRpcScheduler.testParseFactor(TestDecayRpcScheduler.java:89), org.apache.hadoop.ipc.TestDecayRpcScheduler.testParseFactor$$CONFUZZ(TestDecayRpcScheduler.java), jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)]
org.apache.hadoop.ipc.TestDecayRpcScheduler#testParseFactor;id_000003;[ipc.3.decay-scheduler.period-ms=0];java.lang.IllegalArgumentException;Period millis must be >= 0;[org.apache.hadoop.ipc.DecayRpcScheduler.parseDecayPeriodMillis(DecayRpcScheduler.java:332), org.apache.hadoop.ipc.DecayRpcScheduler.<init>(DecayRpcScheduler.java:228), org.apache.hadoop.ipc.TestDecayRpcScheduler.testParseFactor(TestDecayRpcScheduler.java:89), org.apache.hadoop.ipc.TestDecayRpcScheduler.testParseFactor$$CONFUZZ(TestDecayRpcScheduler.java), jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method)]
